Item	Category	Sources
Ruby Tide Uchigatana	Instance	Shisui of the Violet Tides
Susano's Tachi	Instance	The Pool of Tribute (Extreme)
Hive Katana	Instance	Thok ast Thok (Extreme)
Sophic Katana	Instance	Containment Bay P1T6 (Extreme)
Katana of Sephirot	Instance	Containment Bay S1T7 (Extreme)
Ghost Barque Katana	Instance	The Sirensong Sea
Kagehide	Instance	The Great Gubal Library
Gunromaru	Instance	Sohm Al
Halonic Friar's Katana	Instance	The Vault
Expanse Katana	Instance	The Limitless Blue (Extreme)
Martial Katana	Instance	The Dusk Vigil
Thunderstroke	Instance	The Striking Tree (Extreme)
Dreadwyrm Katana	Instance	The Final Coil of Bahamut - Turn 4
Maliferous Mogtana	Instance	Thornmarch (Hard)
Ifrit's Katana	Instance	The Bowl of Embers (Hard)
True Ice Katana	Instance	Akh Afah Amphitheatre (Extreme)
Garuda's Blood	Instance	The Howling Eye (Hard)
Edengrace Knives	Acquire	Edengrace Weapon Coffer
Edengrace Knives	Instance	Eden's Gate: Sepulture (Savage)
Baldur Katana	Instance	Neverreap	The Fractal Continuum
Katayama	Instance	The Aery
Wave Katana	Instance	The Whorleater (Extreme)
Edenchoir Daggers	Acquire	Edenchoir Weapon Coffer
Edenchoir Daggers	Instance	Eden's Verse: Refulgence (Savage)
Katana of Crags	Instance	The Navel (Hard)
Ruby Daggers	Instance	Cinder Drift (Extreme)
Titanbronze Daggers	Acquire	Titanbronze Weapon Coffer
Lakeland Daggers	Instance	Holminster Switch
The King's Cleavers	Instance	The Dancing Plague (Extreme)
Daggers of the Forgiven	Instance	Mt. Gulg
Phthonos	Instance	The Minstrel's Ballad: Hades's Elegy
Nabaath Daggers	Instance	Malikah's Well
Dwarven Mythril Rotaries	Acquire	High Mythril Weapon Coffer
Diamond Daggers	Acquire	Diamond Weapon Coffer
Diamond Daggers	Instance	Sigmascape V4.0 (Savage)
Bluespirit Daggers	Acquire	Bluespirit Weapon Coffer
Niokiyotsuna Kai	Acquire	Dai-ryumyaku Weapon Coffer
Seiryu's Daggers	Instance	The Wreath of Snakes (Extreme)
Byakko's Handscythes	Instance	The Jade Stoa (Extreme)
Fae Knives	Instance	Dohn Mheg
Genji Phurpa	Acquire	Genji Coffer
Genji Phurpa	Instance	Deltascape V4.0 (Savage)
Ravel Keeper's Knives	Instance	The Qitana Ravel
Deepgold Daggers	Acquire	Deepgold Weapon Coffer
Omega Sickles	Acquire	Omega Weapon Coffer
Omega Sickles	Instance	Alphascape V4.0 (Savage)
Suzaku's Kunai	Instance	Hells' Kier (Extreme)
Tsukuyomi's Kunai	Instance	The Minstrel's Ballad: Tsukuyomi's Pain
Deepgold Cinquedeas	Acquire	White Oak Weapon Coffer
Shinryu's Daggers	Instance	The Minstrel's Ballad: Shinryu's Domain
Daggers of the Crimson Lotus	Instance	Ala Mhigo	The Temple of the Fist	Kugane Castle
Ruby Tide Daggers	Instance	Shisui of the Violet Tides
Susano's Kunai	Instance	The Pool of Tribute (Extreme)
Ohojo Shin	Instance	Doma Castle
Horde Daggers	Instance	The Minstrel's Ballad: Nidhogg's Rage
Ghost Barque Cinquedeas	Instance	The Sirensong Sea
Kards	Instance	Castrum Abania
Sophic Points	Instance	Containment Bay P1T6 (Extreme)
The Dancing Reeds	Instance	Bardam's Mettle
Points of the Sephirot	Instance	Containment Bay S1T7 (Extreme)
Midan Metal Daggers	Instance	Alexander - The Burden of the Son (Savage)
Antiquated Nagi	Acquire	Kage-kakushi Garb Coffer
Zurvanite Points	Instance	Containment Bay Z1T9 (Extreme)
Alexandrian Metal Daggers	Instance	Alexander - The Soul of the Creator (Savage)
Hive Kris	Instance	Thok ast Thok (Extreme)
Martial Main Gauches	Instance	The Dusk Vigil
Renegades	Instance	Sohm Al
True Ice Daggers	Instance	Akh Afah Amphitheatre (Extreme)
Gordian Baselards	Instance	Alexander - The Burden of the Father (Savage)
High Allagan Cleavers	Instance	The Second Coil of Bahamut - Turn 4	The Second Coil of Bahamut (Savage) - Turn 4
Expanse Machetes	Instance	The Limitless Blue (Extreme)
Hofuds	Instance	The Aery
Dreadwyrm Daggers	Instance	The Final Coil of Bahamut - Turn 4
Belah'dian Cinquedea	Instance	The Great Gubal Library
Halonic Vicar's Main Gauches	Instance	The Vault
Daggers of the Heavens	Instance	The Minstrel's Ballad: Thordan's Reign
Baldur Daggers	Instance	Neverreap	The Fractal Continuum
Vajras	Acquire	Level 110 Weapon Coffer
Thundersparks	Instance	The Striking Tree (Extreme)
Mortal Mogknives	Instance	Thornmarch (Hard)
Wave Kris	Instance	The Whorleater (Extreme)
Giantsgall Cleavers	Acquire	Level 70 Weapon Coffer
Allagan Daggers	Instance	The Binding Coil of Bahamut - Turn 5
Darklight Baselards	Instance	The Wanderer's Palace	Amdapor Keep
Garuda's Plumes	Instance	The Howling Eye (Hard)
Cleavers of Crags	Instance	The Navel (Hard)
Ifrit's Kris	Instance	The Bowl of Embers (Hard)
Air Knives	Acquire	Level 90 Weapon Coffer
Mythril Baselards	Acquire	Level 40 Weapon Coffer
Longstop Baselards	Instance	Brayflox's Longstop
Canopus Stilettos	Instance	The Aurum Vale
Doctore's Stilettos	Instance	Halatali
Dzemael Pugiones	Instance	Dzemael Darkhold
Mythril Knives	Acquire	Level 36 Weapon Coffer
Banos Del Sol	Instance	The Sunken Temple of Qarn
Steel Daggers	Acquire	Level 24 Weapon Coffer
Mythril Pugiones	Acquire	Level 45 Weapon Coffer
Antares Needles	Instance	The Thousand Maws of Toto-Rak
Jambiyas	Instance	The Stone Vigil
Steel Knives	Acquire	Level 28 Weapon Coffer
Plundered Knives	Instance	Sastasha	The Tam-Tara Deepcroft	Copperbell Mines
Crier's Knives	Instance	Cutter's Cry
Heart Snatchers	Instance	Haukke Manor
Steel Baselards	Acquire	Level 34 Weapon Coffer
Iron Pugiones	Acquire	Level 21 Weapon Coffer
Cobalt Baselards	Acquire	Level 49 Weapon Coffer
Iron Daggers	Acquire	Level 18 Weapon Coffer
Edenchoir Harp Bow	Acquire	Edenchoir Weapon Coffer
Edenchoir Harp Bow	Instance	Eden's Verse: Refulgence (Savage)
Bluespirit Longbow	Acquire	Bluespirit Weapon Coffer
Edengrace Harp Bow	Acquire	Edengrace Weapon Coffer
Edengrace Harp Bow	Instance	Eden's Gate: Sepulture (Savage)
Omega Bow	Acquire	Omega Weapon Coffer
Omega Bow	Instance	Alphascape V4.0 (Savage)
Diamond Bow	Acquire	Diamond Weapon Coffer
Diamond Bow	Instance	Sigmascape V4.0 (Savage)
Nabaath Bow	Instance	Malikah's Well
Longbow of the Forgiven	Instance	Mt. Gulg
Applewood Longbow	Acquire	Deepgold Weapon Coffer
Deima	Instance	The Minstrel's Ballad: Hades's Elegy
Fae Longbow	Instance	Dohn Mheg
Dwarven Lignum Bow	Acquire	High Mythril Weapon Coffer
Ruby Bow	Instance	Cinder Drift (Extreme)
Lakeland Composite Bow	Instance	Holminster Switch
Seiryu's Greatbow	Instance	The Wreath of Snakes (Extreme)
Suzaku's Greatbow	Instance	Hells' Kier (Extreme)
White Oak Composite Bow	Acquire	White Oak Weapon Coffer
Ravel Keeper's Bow	Instance	The Qitana Ravel
The King's Longbow	Instance	The Dancing Plague (Extreme)
Sandteak Longbow	Acquire	Titanbronze Weapon Coffer
Shinryu's Greatbow	Instance	The Minstrel's Ballad: Shinryu's Domain
Byakko's Lutebow	Instance	The Jade Stoa (Extreme)
Kujakuo Kai	Acquire	Dai-ryumyaku Weapon Coffer
Alexandrian Metal Bow	Instance	Alexander - The Soul of the Creator (Savage)
Longbow of the Crimson Lotus	Instance	Ala Mhigo	The Temple of the Fist	Kugane Castle
Sophic Bow	Instance	Containment Bay P1T6 (Extreme)
Genji Greatbow	Acquire	Genji Coffer
Genji Greatbow	Instance	Deltascape V4.0 (Savage)
Antiquated Failnaught	Acquire	Storyteller's Attire Coffer
Kaman	Instance	Castrum Abania
The Crying Wind	Instance	Bardam's Mettle
Susano's Greatbow	Instance	The Pool of Tribute (Extreme)
Ghost Barque Composite Bow	Instance	The Sirensong Sea
Raijodo Shin	Instance	Doma Castle
Tsukuyomi's Greatbow	Instance	The Minstrel's Ballad: Tsukuyomi's Pain
Ruby Tide Longbow	Instance	Shisui of the Violet Tides
Zurvanite Bow	Instance	Containment Bay Z1T9 (Extreme)
Horde Bow	Instance	The Minstrel's Ballad: Nidhogg's Rage
Astrild	Instance	The Aery
Expunger	Instance	Sohm Al
Hive Bow	Instance	Thok ast Thok (Extreme)
Midan Metal Bow	Instance	Alexander - The Burden of the Son (Savage)
Halonic Auditor's Bow	Instance	The Vault
Bow of the Heavens	Instance	The Minstrel's Ballad: Thordan's Reign
Bow of the Sephirot	Instance	Containment Bay S1T7 (Extreme)
Gordian Longbow	Instance	Alexander - The Burden of the Father (Savage)
Martial Bow	Instance	The Dusk Vigil
Baldur Bow	Instance	Neverreap	The Fractal Continuum
Expanse Longbow	Instance	The Limitless Blue (Extreme)
Old World Composite Bow	Instance	The Great Gubal Library
Dreadwyrm Longbow	Instance	The Final Coil of Bahamut - Turn 4
True Ice Bow	Instance	Akh Afah Amphitheatre (Extreme)
Mischievous Mogbow	Instance	Thornmarch (Hard)
High Allagan Composite Bow	Instance	The Second Coil of Bahamut - Turn 4	The Second Coil of Bahamut (Savage) - Turn 4
Ifrit's Bow	Instance	The Bowl of Embers (Hard)
Thunderdart	Instance	The Striking Tree (Extreme)
Wave Bow	Instance	The Whorleater (Extreme)
Elfin Bow	Acquire	Level 90 Weapon Coffer
Allagan Composite Bow	Instance	The Binding Coil of Bahamut - Turn 5
Giantsgall Longbow	Acquire	Level 70 Weapon Coffer
Rosenbogen	Acquire	Level 110 Weapon Coffer
Darklight Composite Bow	Instance	The Wanderer's Palace	Amdapor Keep
Garuda's Spine	Instance	The Howling Eye (Hard)
The Bow of Crags	Instance	The Navel (Hard)
Mythril Cavalry Bow	Acquire	Level 36 Weapon Coffer
Yew Longbow	Acquire	Level 45 Weapon Coffer
Longstop Bow	Instance	Brayflox's Longstop
Dzemael Longbow	Instance	Dzemael Darkhold
Verdant Shortbow	Instance	The Aurum Vale
Crier's Composite Bow	Instance	Cutter's Cry
Oak Longbow	Acquire	Level 34 Weapon Coffer
Kokoroon's Nestpicker	Instance	The Sunken Temple of Qarn
Shadow Bow	Instance	The Stone Vigil
Crab Bow	Acquire	Level 49 Weapon Coffer
Joukil's Guile	Instance	Haukke Manor
Oak Composite Bow	Acquire	Level 40 Weapon Coffer
Wrapped Elm Longbow	Acquire	Level 24 Weapon Coffer
Ash Composite Bow	Acquire	Level 28 Weapon Coffer
Elm Velocity Bow	Acquire	Level 21 Weapon Coffer
Edenchoir Arquebus	Acquire	Edenchoir Weapon Coffer
Edenchoir Arquebus	Instance	Eden's Verse: Refulgence (Savage)
Bow of Owls	Instance	The Thousand Maws of Toto-Rak
Elm Longbow	Acquire	Level 18 Weapon Coffer
Edengrace Revolver	Acquire	Edengrace Weapon Coffer
Edengrace Revolver	Instance	Eden's Gate: Sepulture (Savage)
Plundered Shortbow	Instance	Sastasha	The Tam-Tara Deepcroft	Copperbell Mines
Ekplexis	Instance	The Minstrel's Ballad: Hades's Elegy
The King's Handgonne	Instance	The Dancing Plague (Extreme)
Doctore's Armored Bow	Instance	Halatali
Ruby Knifelock	Instance	Cinder Drift (Extreme)
Titanbronze Musketoon	Acquire	Titanbronze Weapon Coffer
Deepgold Arquebus	Acquire	Deepgold Weapon Coffer
Dwarven Mythril Pistol	Acquire	High Mythril Weapon Coffer
Bluespirit Handgonne	Acquire	Bluespirit Weapon Coffer
Fae Pistol	Instance	Dohn Mheg
Nabaath Rimfire	Instance	Malikah's Well
Ravel Keeper's Handgonne	Instance	The Qitana Ravel
Revolver of the Forgiven	Instance	Mt. Gulg
Lakeland Culverin	Instance	Holminster Switch
Seiryu's Revolver	Instance	The Wreath of Snakes (Extreme)
Antiquated Outsider	Acquire	Gunner's Armor Coffer
Suzaku's Revolver	Instance	Hells' Kier (Extreme)
Musketoon of the Crimson Lotus	Instance	Ala Mhigo	The Temple of the Fist	Kugane Castle
Omegafire	Acquire	Omega Weapon Coffer
Omegafire	Instance	Alphascape V4.0 (Savage)
Byakko's Revolver	Instance	The Jade Stoa (Extreme)
Shinryu's Revolver	Instance	The Minstrel's Ballad: Shinryu's Domain
Diamond Musketoon	Acquire	Diamond Weapon Coffer
Diamond Musketoon	Instance	Sigmascape V4.0 (Savage)
Ikkansai Kai	Acquire	Dai-ryumyaku Weapon Coffer
Deepgold Revolver	Acquire	White Oak Weapon Coffer
Genji Arquebus	Acquire	Genji Coffer
Genji Arquebus	Instance	Deltascape V4.0 (Savage)
Susano's Revolver	Instance	The Pool of Tribute (Extreme)
Tsukuyomi's Revolver	Instance	The Minstrel's Ballad: Tsukuyomi's Pain
Alexandrian Metal Cannon	Instance	Alexander - The Soul of the Creator (Savage)
Hive Musketoon	Instance	Thok ast Thok (Extreme)
Expanse Handgonne	Instance	The Limitless Blue (Extreme)
Fire of the Sephirot	Instance	Containment Bay S1T7 (Extreme)
Ruby Tide Musketoon	Instance	Shisui of the Violet Tides
Magnatus	Instance	Castrum Abania
Kunitomo Shin	Instance	Doma Castle
Midan Metal Musketoon	Instance	Alexander - The Burden of the Son (Savage)
Gordian Musketoon	Instance	Alexander - The Burden of the Father (Savage)
The Coming Storm	Instance	Bardam's Mettle
Ghost Barque Revolver	Instance	The Sirensong Sea
Heavensfire	Instance	The Minstrel's Ballad: Thordan's Reign
Horde Handgonne	Instance	The Minstrel's Ballad: Nidhogg's Rage
Zurvanite Fire	Instance	Containment Bay Z1T9 (Extreme)
Sophic Fire	Instance	Containment Bay P1T6 (Extreme)
Thundershower	Instance	The Striking Tree (Extreme)
Gjallarhorn	Instance	The Aery
Halonic Auditor's Musketoon	Instance	The Vault
Allagan Pistol	Instance	The Binding Coil of Bahamut - Turn 5
Menacing Mog Gun	Instance	Thornmarch (Hard)
Garuda's Abandon	Instance	The Howling Eye (Hard)
Coffinmaker	Instance	Sohm Al
Baldur Rimfire	Instance	Neverreap	The Fractal Continuum
High Allagan Pistol	Instance	The Second Coil of Bahamut - Turn 4	The Second Coil of Bahamut (Savage) - Turn 4
Dreadwyrm Handgonne	Instance	The Final Coil of Bahamut - Turn 4
Pre-imperial Garlean Revolver	Instance	The Great Gubal Library
Martial Musketoon	Instance	The Dusk Vigil
Culverin of Crags	Instance	The Navel (Hard)
True Ice Musketoon	Instance	Akh Afah Amphitheatre (Extreme)
Wave Musketoon	Instance	The Whorleater (Extreme)
Ifrit's Musketoon	Instance	The Bowl of Embers (Hard)
Blue Steel	Instance	The Stone Vigil
Bloody Murder	Instance	The Aurum Vale
Dzemael Carbine	Instance	Dzemael Darkhold
Crier's Carbine	Instance	Cutter's Cry
Longstop Arquebus	Instance	Brayflox's Longstop
Hellfire	Instance	The Sunken Temple of Qarn
Edenchoir Chakrams	Acquire	Edenchoir Weapon Coffer
Edenchoir Chakrams	Instance	Eden's Verse: Refulgence (Savage)
Darklight Arquebus	Instance	The Wanderer's Palace	Amdapor Keep
Chakrams of the Forgiven	Instance	Mt. Gulg
Deepgold Chakrams	Acquire	Deepgold Weapon Coffer
Zelotupia	Instance	The Minstrel's Ballad: Hades's Elegy
Gyosei Kai	Acquire	Dai-ryumyaku Weapon Coffer
Rogetsurin Shin	Instance	Doma Castle
Bluespirit Glaives	Acquire	Bluespirit Weapon Coffer
Ghost Barque War Quoits	Instance	The Sirensong Sea
The Awaited Stars	Instance	Bardam's Mettle
Ravel Keeper's Tathlums	Instance	The Qitana Ravel
Dwarven Mythril Glaives	Acquire	High Mythril Weapon Coffer
Nabaath Chakrams	Instance	Malikah's Well
Shinryu's Chakrams	Instance	The Minstrel's Ballad: Shinryu's Domain
Griffinbanes	Instance	Castrum Abania
Windfire Wheels of the Crimson Lotus	Instance	Ala Mhigo	The Temple of the Fist	Kugane Castle
Fae Tathlums	Instance	Dohn Mheg
Ruby Chakrams	Instance	Cinder Drift (Extreme)
Deepgold War Quoits	Acquire	White Oak Weapon Coffer
The King's Tathlums	Instance	The Dancing Plague (Extreme)
Omega Chakrams	Acquire	Omega Weapon Coffer
Omega Chakrams	Instance	Alphascape V4.0 (Savage)
Lakeland Glaives	Instance	Holminster Switch
Edengrace Tathlums	Acquire	Edengrace Weapon Coffer
Edengrace Tathlums	Instance	Eden's Gate: Sepulture (Savage)
Titanbronze Chakrams	Acquire	Titanbronze Weapon Coffer
Ruby Tide Windfire Wheels	Instance	Shisui of the Violet Tides
Water Brand	Acquire	Level 45 Weapon Coffer
Verdant Scepter	Instance	The Aurum Vale
Anathema	Instance	The Sunken Temple of Qarn
Fire Brand	Acquire	Level 36 Weapon Coffer
Silver Scepter	Acquire	Level 28 Weapon Coffer
Doctore's Cudgel	Instance	Halatali
Lightning Brand	Acquire	Level 40 Weapon Coffer
The King's Rod	Instance	The Dancing Plague (Extreme)
Fae Rod	Instance	Dohn Mheg
Nabaath Rod	Instance	Malikah's Well
Edenchoir Rod	Acquire	Edenchoir Weapon Coffer
Edenchoir Rod	Instance	Eden's Verse: Refulgence (Savage)
Oknos	Instance	The Minstrel's Ballad: Hades's Elegy
Omega Rod	Acquire	Omega Weapon Coffer
Omega Rod	Instance	Alphascape V4.0 (Savage)
Rod of the Forgiven	Instance	Mt. Gulg
Suzaku's Rod	Instance	Hells' Kier (Extreme)
Makibi Kai	Acquire	Dai-ryumyaku Weapon Coffer
Seiryu's Rod	Instance	The Wreath of Snakes (Extreme)
Lakeland Rod	Instance	Holminster Switch
Applewood Staff	Acquire	Deepgold Weapon Coffer
Ravel Keeper's Rod	Instance	The Qitana Ravel
White Oak Rod	Acquire	White Oak Weapon Coffer
Sandteak Rod	Acquire	Titanbronze Weapon Coffer
Dwarven Lignum Pole	Acquire	High Mythril Weapon Coffer
Diamond Rod	Acquire	Diamond Weapon Coffer
Diamond Rod	Instance	Sigmascape V4.0 (Savage)
Edengrace Rod	Acquire	Edengrace Weapon Coffer
Edengrace Rod	Instance	Eden's Gate: Sepulture (Savage)
Ruby Rod	Instance	Cinder Drift (Extreme)
Bluespirit Rod	Acquire	Bluespirit Weapon Coffer
Tsukuyomi's Rod	Instance	The Minstrel's Ballad: Tsukuyomi's Pain
Antiquated Vanargand	Acquire	Seventh Hell Attire Coffer
Kujo Shin	Instance	Doma Castle
Genji Rod	Acquire	Genji Coffer
Genji Rod	Instance	Deltascape V4.0 (Savage)
Susano's Rod	Instance	The Pool of Tribute (Extreme)
Ghost Barque Rod	Instance	The Sirensong Sea
Byakko's Rod	Instance	The Jade Stoa (Extreme)
The Eloquent Moon	Instance	Bardam's Mettle
Ruby Tide Rod	Instance	Shisui of the Violet Tides
Shinryu's Rod	Instance	The Minstrel's Ballad: Shinryu's Domain
Rod of the Crimson Lotus	Instance	Ala Mhigo	The Temple of the Fist	Kugane Castle
Sophic Pole	Instance	Containment Bay P1T6 (Extreme)
Teiwaz	Instance	Castrum Abania
Zurvanite Pole	Instance	Containment Bay Z1T9 (Extreme)
Alexandrian Metal Rod	Instance	Alexander - The Soul of the Creator (Savage)
Midan Metal Rod	Instance	Alexander - The Burden of the Son (Savage)
Dreadwyrm Staff	Instance	The Final Coil of Bahamut - Turn 4
Hive Longpole	Instance	Thok ast Thok (Extreme)
Staff of the Heavens	Instance	The Minstrel's Ballad: Thordan's Reign
Horde Rod	Instance	The Minstrel's Ballad: Nidhogg's Rage
Halonic Exorcist's Rod	Instance	The Vault
Expanse Longpole	Instance	The Limitless Blue (Extreme)
Gordian Staff	Instance	Alexander - The Burden of the Father (Savage)
Martial Rod	Instance	The Dusk Vigil
Baldur Rod	Instance	Neverreap	The Fractal Continuum
Staff of the Sephirot	Instance	Containment Bay S1T7 (Extreme)
Grandeur	Instance	Sohm Al
Old World Rod	Instance	The Great Gubal Library
Gambanteinn	Instance	The Aery
True Ice Rod	Instance	Akh Afah Amphitheatre (Extreme)
Staff of Crags	Instance	The Navel (Hard)
Ifrit's Rod	Instance	The Bowl of Embers (Hard)
Adjudicator's Staff	Instance	The Striking Tree (Extreme)
Wave Staff	Instance	The Whorleater (Extreme)
Allagan Rod	Instance	The Binding Coil of Bahamut - Turn 5
Giantsgall Longstaff	Acquire	Level 70 Weapon Coffer
Maleficent Mogstaff	Instance	Thornmarch (Hard)
Laevateinn	Acquire	Level 110 Weapon Coffer
Darklight Staff	Instance	The Wanderer's Palace	Amdapor Keep
High Allagan Staff	Instance	The Second Coil of Bahamut - Turn 4	The Second Coil of Bahamut (Savage) - Turn 4
Garuda's Van	Instance	The Howling Eye (Hard)
Elder Staff	Acquire	Level 90 Weapon Coffer
Ivory Staff	Acquire	Level 49 Weapon Coffer
Edenchoir Index	Acquire	Edenchoir Weapon Coffer
Edenchoir Index	Instance	Eden's Verse: Refulgence (Savage)
Staghorn Staff	Acquire	Level 18 Weapon Coffer
Sanguine Horn Staff	Acquire	Level 21 Weapon Coffer
Keep of Saints	Instance	The Stone Vigil
Plundered Staff	Instance	Sastasha	The Tam-Tara Deepcroft	Copperbell Mines
Toothed Staghorn Staff	Acquire	Level 24 Weapon Coffer
Toothed Goathorn Staff	Acquire	Level 34 Weapon Coffer
Crier's Staff	Instance	Cutter's Cry
Longstop Pole	Instance	Brayflox's Longstop
Tenfinger Tallstaff	Instance	Haukke Manor
Taurus Staff	Instance	The Thousand Maws of Toto-Rak
Dzemael Staff	Instance	Dzemael Darkhold
Fae Grimoire	Instance	Dohn Mheg
Book of Grace	Acquire	Edengrace Weapon Coffer
Book of Grace	Instance	Eden's Gate: Sepulture (Savage)
Epikairekakia	Instance	The Minstrel's Ballad: Hades's Elegy
Gliderskin Grimoire	Acquire	Deepgold Weapon Coffer
Ravel Keeper's Grimoire	Instance	The Qitana Ravel
Omega Grimoire	Acquire	Omega Weapon Coffer
Omega Grimoire	Instance	Alphascape V4.0 (Savage)
The King's Grimoire	Instance	The Dancing Plague (Extreme)
Grimoire of the Forgiven	Instance	Mt. Gulg
Suzaku's Grimoire	Instance	Hells' Kier (Extreme)
Lakeland Grimoire	Instance	Holminster Switch
Dwarven Mythril Grimoire	Acquire	High Mythril Weapon Coffer
Kinyoshu Kai	Acquire	Dai-ryumyaku Weapon Coffer
Ruby Index	Instance	Cinder Drift (Extreme)
Seiryu's Grimoire	Instance	The Wreath of Snakes (Extreme)
Byakko's Grimoire	Instance	The Jade Stoa (Extreme)
Zonureskin Grimoire	Acquire	Titanbronze Weapon Coffer
Diamond Grimoire	Acquire	Diamond Weapon Coffer
Diamond Grimoire	Instance	Sigmascape V4.0 (Savage)
Tsukuyomi's Grimoire	Instance	The Minstrel's Ballad: Tsukuyomi's Pain
Bluespirit Grimoire	Acquire	Bluespirit Weapon Coffer
Smilodonskin Grimoire	Acquire	White Oak Weapon Coffer
